stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,zone_id
RET:HA6320,HA6320,"Ridderkerk, Donkerslootweg",51.874768,4.608292,0,stoparea:RET:18788,,0,,
RET:HA6323,HA6323,"Ridderkerk, Groenendijk",51.872596,4.612991,0,stoparea:RET:18803,,0,,
RET:HA6324,HA6324,"Ridderkerk, Groenendijk",51.8727,4.61235,0,stoparea:RET:18803,,0,,
RET:HA6325,HA6325,"Ridderkerk, Dokwerkerstraat",51.874959,4.621039,0,stoparea:RET:18785,,0,,
RET:HA6326,HA6326,"Ridderkerk, Dokwerkerstraat",51.875083,4.622082,0,stoparea:RET:18785,,0,,
RET:HA6327,HA6327,"Ridderkerk, Ridderpoort",51.8765,4.617498,0,stoparea:RET:18848,,0,,
RET:HA6328,HA6328,"Ridderkerk, Ridderpoort",51.876042,4.617593,0,stoparea:RET:18848,,0,,
RET:HA6329,HA6329,"Ridderkerk, Schlumberger",51.880295,4.61508,0,stoparea:RET:18860,,0,,
RET:HA6330,HA6330,"Ridderkerk, Traxis/HMA",51.885136,4.615782,0,stoparea:RET:18873,,0,,
RET:HA6331,HA6331,"Ridderkerk, Leidekkerstraat",51.877697,4.609592,0,stoparea:RET:18822,,0,,
RET:HA6332,HA6332,"Ridderkerk, Leidekkerstraat",51.87767,4.609447,0,stoparea:RET:18822,,0,,
RET:HA6333,HA6333,"Ridderkerk, Traxis II",51.880354,4.621252,0,stoparea:RET:18872,,0,,
RET:HA6334,HA6334,"Ridderkerk, Traxis II",51.880317,4.621136,0,stoparea:RET:18872,,0,,
RET:HA6335,HA6335,"Ridderkerk, Donkerslootweg",51.876908,4.62346,0,stoparea:RET:18787,,0,,
RET:HA6336,HA6336,"Ridderkerk, Donkerslootweg",51.876853,4.623374,0,stoparea:RET:18787,,0,,
RET:HA6337,HA6337,"Ridderkerk, Rembrandtweg",51.87059,4.59123,0,stoparea:RET:595,,0,,
RET:HA6338,HA6338,"Ridderkerk, Begoniastraat",51.866685,4.593302,0,stoparea:RET:71,,0,,
RET:HA6339,HA6339,"Maassluis, Einthovendreef",51.935121,4.221741,0,stoparea:RET:18792,,0,,
RET:HA6340,HA6340,"Maassluis, Uiverlaan",51.930054,4.241284,0,stoparea:RET:742,,0,,
RET:HA6341,HA6341,"Maassluis, Mozartlaan",51.926613,4.247013,0,stoparea:RET:467,,0,,
RET:HA6342,HA6342,"Maassluis, Rozenlaan",51.92539,4.24969,0,stoparea:RET:621,,0,,
RET:HA6343,HA6343,"Maassluis, Korte Boonestraat",51.923009,4.252644,0,stoparea:RET:337,,1,,
RET:HA6344,HA6344,"Maassluis, Mgr. W.M. Bekkerslaa",51.922255,4.257402,0,stoparea:RET:839,,1,,
RET:HA6345,HA6345,"Maassluis, Mesdaglaan",51.919754,4.260969,0,stoparea:RET:456,,0,,
RET:HA6346,HA6346,"Maassluis, Vermeerlaan",51.921644,4.266853,0,stoparea:RET:768,,0,,
RET:HA6347,HA6347,"Maassluis, Stat. Maassluis West",51.92603,4.236051,0,stoparea:RET:18831,,0,,
RET:HA6348,HA6348,"Maassluis, Stat. Maassluis West",51.926013,4.23611,0,stoparea:RET:18831,,0,,
RET:HA6349,HA6349,"Maassluis, Van der Waalsdreef",51.937381,4.218527,0,stoparea:RET:18879,,0,,
RET:HA6350,HA6350,"Maassluis, Nic. van het Wouthof",51.937021,4.228425,0,stoparea:RET:18833,,1,,
RET:HA6351,HA6351,"Maassluis, Röntgendreef",51.940181,4.222642,0,stoparea:RET:18857,,0,,
RET:HA6352,HA6352,"Maassluis, Koningshoek",51.928308,4.237374,0,stoparea:RET:367,,1,,
RET:HA6353,HA6353,"Maassluis, Stadsmolen",51.938525,4.227834,0,stoparea:RET:691,,0,,
RET:HA6354,HA6354,"Maassluis, Nachtegaallaan",51.929527,4.231512,0,stoparea:RET:473,,0,,
RET:HA6355,HA6355,"Maassluis, Korhoenstraat",51.931668,4.22804,0,stoparea:RET:373,,0,,
RET:HA6358,HA6358,"Dordrecht, Maasplaza",51.810552,4.654297,0,stoparea:RET:18825,,1,,
RET:HA6359,HA6359,"Dordrecht, Maasplaza",51.811403,4.655313,0,stoparea:RET:18825,,0,,
RET:HA6360,HA6360,"Dordrecht, Centrum",51.811138,4.667615,0,stoparea:RET:18781,,1,,
RET:HA6361,HA6361,"Dordrecht, Centrum",51.81063,4.668319,0,stoparea:RET:18781,,1,,
